IMS_ID,NPI_ID
IMS_46336717,NPI_64932001
IMS_52492048,NPI_46416062
IMS_83432933,NPI_77680796
IMS_57282486,NPI_60300327
IMS_18704611,NPI_96154060
IMS_41223550,NPI_84387197
IMS_16895198,NPI_42348982
IMS_43655800,NPI_46711179
IMS_11877990,NPI_80657420
IMS_94069353,NPI_73137671
IMS_58251674,NPI_64745805
IMS_52642258,NPI_80592515
IMS_27850509,NPI_75690785
IMS_81093527,NPI_43512257
IMS_99464077,NPI_80522115
IMS_17988308,NPI_63572515
IMS_99381527,NPI_44176371
IMS_42701814,NPI_50190548
IMS_27314498,NPI_59800726
IMS_43035051,NPI_49262224
IMS_22169610,NPI_77112854
IMS_89153602,NPI_53175376
IMS_12953745,NPI_60809192
IMS_91453904,NPI_72982256
IMS_14186087,NPI_49277432
IMS_28882411,NPI_38755491
IMS_97073178,NPI_58585671
IMS_61302352,NPI_48657909
IMS_30128832,NPI_77037795
IMS_62083592,NPI_62594232
IMS_47688552,NPI_41699520
IMS_76249984,NPI_68339922
IMS_69612826,NPI_50976789
IMS_19900735,NPI_55663366
IMS_30259553,NPI_49074911
IMS_85749987,NPI_76147813
IMS_91879871,NPI_55143638
IMS_88576431,NPI_54074062
IMS_87817790,NPI_44956600
IMS_29321981,NPI_66571713
IMS_49801327,NPI_96473725
IMS_36864630,NPI_86422961
IMS_69139827,NPI_88680035
IMS_81996675,NPI_73454911
IMS_96739289,NPI_64506383
IMS_23753795,NPI_72757748
IMS_57171233,NPI_79078268
IMS_99645540,NPI_40225003
IMS_27074236,NPI_78702125
IMS_43219181,NPI_76322413
IMS_51919042,NPI_87182680
IMS_52841832,NPI_43012240
IMS_95560496,NPI_53225489
IMS_22722328,NPI_47147735
IMS_17243983,NPI_57185899
IMS_59187283,NPI_56342757
IMS_91543490,NPI_69221537
IMS_94221209,NPI_97848663
IMS_73786013,NPI_51366822
IMS_64196171,NPI_82809028
IMS_29100334,NPI_64801120
IMS_48629277,NPI_39285692
IMS_68932578,NPI_33721875
IMS_57398059,NPI_37402730
IMS_17259974,NPI_96819344
IMS_40445696,NPI_47025728
IMS_95512874,NPI_38694118
IMS_42890753,NPI_79876558
IMS_22781132,NPI_59287451
IMS_63540765,NPI_88942809
IMS_35390330,NPI_53055229
IMS_20601848,NPI_34558855
IMS_62505914,NPI_82115285
IMS_18941195,NPI_60700647
IMS_57485427,NPI_68782389
IMS_15038777,NPI_34437612
IMS_58451624,NPI_67594116
IMS_56945947,NPI_69206201
IMS_52080552,NPI_60555500
IMS_95944748,NPI_51241588
IMS_74587398,NPI_31412029
IMS_57885958,NPI_84448450
IMS_43160947,NPI_96890816
IMS_83660752,NPI_67338061
IMS_36032515,NPI_82323306
IMS_55512484,NPI_32447394
IMS_80698967,NPI_43061774
IMS_94374413,NPI_84148411
IMS_15664510,NPI_31640921
IMS_30451222,NPI_73058614
IMS_13526437,NPI_42566326
IMS_45111716,NPI_56910617
IMS_76761996,NPI_32105645
IMS_30449169,NPI_63171699
IMS_85869583,NPI_74352174
IMS_35816793,NPI_98176120
IMS_55178948,NPI_84831967
IMS_57828586,NPI_32638224
IMS_23978957,NPI_59775561
IMS_40088495,NPI_86199474
IMS_51864884,NPI_89011057
IMS_45280062,NPI_56943924
IMS_70129201,NPI_84715116
IMS_10054383,NPI_55500427
IMS_82087641,NPI_39234113
IMS_78379716,NPI_47253100
IMS_17586687,NPI_85055584
IMS_75909076,NPI_58655898
IMS_25305311,NPI_91330648
IMS_71670042,NPI_30890299
IMS_60471044,NPI_82550797
IMS_82044464,NPI_57812184
IMS_58305177,NPI_99520193
IMS_56082822,NPI_70313203
IMS_35339229,NPI_60667631
IMS_33111293,NPI_81462659
IMS_64898377,NPI_37109547
IMS_66361866,NPI_78271598
IMS_44287987,NPI_96287734
IMS_36279827,NPI_44562434
IMS_48254472,NPI_41105798
IMS_72480766,NPI_56535823
IMS_18360013,NPI_91636764
IMS_76354533,NPI_94245943
IMS_56005808,NPI_89003095
IMS_14950845,NPI_58606541
IMS_80974511,NPI_35464008
IMS_82385288,NPI_99738341
IMS_89186861,NPI_56730714
IMS_36940663,NPI_54718681
IMS_37524931,NPI_47526682
IMS_33792639,NPI_54098681
IMS_33502161,NPI_78690192
IMS_90706674,NPI_54598740
IMS_64344723,NPI_66967781
IMS_94579154,NPI_79111072
IMS_28325456,NPI_69977308
IMS_67580156,NPI_76857657
IMS_41479174,NPI_85176183
IMS_30722326,NPI_34826963
IMS_57847937,NPI_93748752
IMS_54723554,NPI_32885586
IMS_21587779,NPI_52489627
IMS_99758676,NPI_94664280
IMS_33873036,NPI_89945598
IMS_66885993,NPI_40088007
IMS_90249882,NPI_78100564
IMS_68223273,NPI_35706883
IMS_37505268,NPI_90076274
IMS_61351461,NPI_51599154
IMS_52068234,NPI_72733074
IMS_23181437,NPI_70198081
IMS_90836107,NPI_88775692
IMS_27399027,NPI_91765147
IMS_28863220,NPI_71733090
IMS_51199036,NPI_32818687
IMS_30139945,NPI_85652095
IMS_22102551,NPI_53184692
IMS_39024703,NPI_80909756
IMS_38218199,NPI_34173866
IMS_53654907,NPI_86280371
IMS_19365143,NPI_52974967
IMS_50600859,NPI_53848515
IMS_37116289,NPI_82858586
IMS_82791659,NPI_95229609
IMS_81243117,NPI_35683933
IMS_52171614,NPI_30003766
IMS_48426913,NPI_92358449
IMS_71293349,NPI_30359365
IMS_48617184,NPI_57497392
IMS_47785517,NPI_98911009
IMS_47253361,NPI_55225336
IMS_81941475,NPI_73925381
IMS_83629945,NPI_91878462
IMS_90163206,NPI_40508570
IMS_52425055,NPI_67853644
IMS_19982826,NPI_38244476
IMS_33168756,NPI_52925554
IMS_33528319,NPI_31631526
IMS_47092367,NPI_52959098
IMS_71587039,NPI_53606413
IMS_15039539,NPI_84870181
IMS_11134168,NPI_38195703
IMS_68877230,NPI_55050618
IMS_59318968,NPI_94977679
IMS_48565507,NPI_92931487
IMS_26850957,NPI_81970498
IMS_39391254,NPI_98926178
IMS_21828257,NPI_87300693
IMS_37427524,NPI_58639885
IMS_63450344,NPI_69665557
IMS_32480919,NPI_87941657
IMS_94920577,NPI_87846598
IMS_98884431,NPI_73873214
IMS_82029764,NPI_53077600
IMS_88096485,NPI_78489653
IMS_55913074,NPI_63784905
IMS_52647999,NPI_65590928
IMS_27548112,NPI_56657727
IMS_29773963,NPI_38716637
IMS_59345941,NPI_48392217
IMS_49202715,NPI_78537070
IMS_75692514,NPI_96750776
IMS_60434119,NPI_57872013
IMS_46580771,NPI_81425018
IMS_31456375,NPI_62701608
IMS_87003656,NPI_68924916
IMS_66277631,NPI_46583586
IMS_41985397,NPI_68303736
IMS_54284231,NPI_38670517
IMS_13246950,NPI_45763108
IMS_90539786,NPI_33536863
IMS_98050198,NPI_54447847
IMS_17450819,NPI_39327427
IMS_13559615,NPI_46718756
IMS_41502139,NPI_30355398
IMS_33228401,NPI_45137121
IMS_66395245,NPI_56784435
IMS_46382852,NPI_44730367
IMS_95540334,NPI_50207644
IMS_86516271,NPI_97079461
IMS_43552869,NPI_56114639
IMS_62931706,NPI_97839282
IMS_39205408,NPI_85863889
IMS_95271670,NPI_89866977
IMS_65885359,NPI_85668745
IMS_56210556,NPI_52274006
IMS_45660543,NPI_82872242
IMS_44782247,NPI_71390406
IMS_48722679,NPI_68561852
IMS_47249805,NPI_66912408
IMS_61231444,NPI_88554765
IMS_29664074,NPI_30106248
IMS_44868141,NPI_45348504
IMS_38126913,NPI_71189384
IMS_28889908,NPI_38306432
IMS_60176742,NPI_94109234
IMS_36105034,NPI_98276738
IMS_70067655,NPI_92552911
IMS_81334282,NPI_69154444
IMS_90202221,NPI_48016386
IMS_61989380,NPI_78105500
IMS_27925252,NPI_59260080
IMS_61630585,NPI_85555816
IMS_74196224,NPI_71342316
IMS_91167937,NPI_83243273
IMS_44543471,NPI_32583778
IMS_63119039,NPI_79860456
IMS_43119142,NPI_65216756
IMS_36501176,NPI_79622423
IMS_16022678,NPI_92071015
IMS_13457811,NPI_53469958
IMS_37223024,NPI_69626016
IMS_50960490,NPI_54819003
IMS_74126550,NPI_52489374
IMS_14732398,NPI_76475557
IMS_82780914,NPI_77422678
IMS_37912738,NPI_39920955
IMS_61821746,NPI_31227326
IMS_24388110,NPI_84031116
IMS_27194329,NPI_65304544
IMS_25560354,NPI_63672906
IMS_23572916,NPI_96602331
IMS_80450106,NPI_99109236
IMS_90186710,NPI_61563449
IMS_31276507,NPI_80342278
IMS_76549296,NPI_86746279
IMS_90245293,NPI_82363393
IMS_35329200,NPI_85665389
IMS_19971384,NPI_61805452
IMS_71891118,NPI_39276131
IMS_94751985,NPI_80073049
IMS_88539303,NPI_72520179
IMS_36345670,NPI_82664039
IMS_97607223,NPI_55880063
IMS_19114757,NPI_94542105
IMS_63816890,NPI_67104592
IMS_53182143,NPI_52827975
IMS_56907773,NPI_35647337
IMS_84233411,NPI_85684252
IMS_53713881,NPI_58424513
IMS_46949619,NPI_46901255
IMS_97937853,NPI_36892829
IMS_28001522,NPI_54030591
IMS_32599030,NPI_65011397
IMS_90215897,NPI_52729940
IMS_19867019,NPI_85220409
IMS_41064709,NPI_65582122
IMS_35315843,NPI_96686314
IMS_50206757,NPI_42869324
IMS_77621209,NPI_98601341
IMS_95545282,NPI_86073634
IMS_69885833,NPI_45651216
IMS_69262999,NPI_44112404
IMS_91803046,NPI_63067017
IMS_95580810,NPI_93133173
IMS_36089437,NPI_81985273
IMS_34491298,NPI_46431282
IMS_29035443,NPI_91378366
IMS_74608757,NPI_82690872
IMS_67020317,NPI_75556580
IMS_77980828,NPI_39258093
IMS_14638387,NPI_30817333
IMS_58475641,NPI_52462514
IMS_36608925,NPI_94528070
IMS_76165192,NPI_31192220
IMS_94062798,NPI_51721244
IMS_55601595,NPI_81131509
IMS_35690278,NPI_87448949
IMS_58355539,NPI_90104595
IMS_39668984,NPI_97409762
IMS_23071673,NPI_67884235
IMS_77529529,NPI_59889709
IMS_27910456,NPI_55749166
IMS_67386001,NPI_84830450
IMS_83432010,NPI_96497328
IMS_55984602,NPI_71537335
IMS_69650594,NPI_63134481
IMS_63520740,NPI_77770707
IMS_61509615,NPI_91233485
IMS_16672295,NPI_51448270
IMS_47222566,NPI_65514040
IMS_66883170,NPI_32630691
IMS_61653499,NPI_87060155
IMS_95691359,NPI_59142574
IMS_95046216,NPI_84708213
IMS_61959302,NPI_76522647
IMS_45118072,NPI_61437039
IMS_50702643,NPI_56879094
IMS_49243785,NPI_70367517
IMS_62234340,NPI_51539918
IMS_60477368,NPI_64192141
IMS_86722686,NPI_59994227
IMS_17086807,NPI_61400601
IMS_98077728,NPI_76088217
IMS_28371454,NPI_80643427
IMS_24781239,NPI_38031293
IMS_21952783,NPI_31856780
IMS_93062397,NPI_73742062
IMS_23318678,NPI_32835231
IMS_43502804,NPI_55905129
IMS_25828424,NPI_50767094
IMS_33218788,NPI_97756259
IMS_74835386,NPI_73412253
IMS_13281480,NPI_48503870
IMS_57945822,NPI_66405645
IMS_98824199,NPI_41924392
IMS_33140001,NPI_55149781
IMS_54637055,NPI_91385518
IMS_58037083,NPI_38685888
IMS_59480814,NPI_45749121
IMS_43051346,NPI_97725018
IMS_66375614,NPI_91711392
IMS_11562918,NPI_61298375
IMS_42447612,NPI_56542239
IMS_23753583,NPI_48944935
IMS_17965207,NPI_77061790
IMS_40962025,NPI_81664928
IMS_48639690,NPI_87822578
IMS_45482368,NPI_54959113
IMS_47130362,NPI_94340103
IMS_26347681,NPI_54034703
IMS_74764327,NPI_54150012
IMS_64954567,NPI_75085151
IMS_90900334,NPI_93324238
IMS_59270864,NPI_69622458
IMS_91699174,NPI_93192554
IMS_22282244,NPI_69204888
IMS_81215380,NPI_41980928
IMS_31510877,NPI_68572223
IMS_62472664,NPI_34752663
IMS_60283645,NPI_31945025
IMS_48826156,NPI_53577217
IMS_67086795,NPI_52895623
IMS_88120074,NPI_86436713
IMS_47098536,NPI_79878496
IMS_42773055,NPI_48030672
IMS_40207796,NPI_36501017
IMS_27264017,NPI_65968936
IMS_68593752,NPI_31751074
IMS_73573125,NPI_63314311
IMS_71088536,NPI_93145272
IMS_58020687,NPI_98829757
IMS_21973190,NPI_46955540
IMS_79871642,NPI_70477901
IMS_38240545,NPI_97386377
IMS_56396886,NPI_92772982
IMS_92640047,NPI_75720907
IMS_94480156,NPI_98550617
IMS_73125061,NPI_51651446
IMS_26290891,NPI_38921187
IMS_53684649,NPI_89338382
IMS_53795585,NPI_49475937
IMS_33794664,NPI_83634652
IMS_35565744,NPI_50104447
IMS_48212139,NPI_94174680
IMS_16043058,NPI_59617088
IMS_51638341,NPI_98150915
IMS_97656101,NPI_60701839
IMS_93130310,NPI_83783982
IMS_89769810,NPI_77355706
IMS_75571003,NPI_87524759
IMS_99338360,NPI_71029265
IMS_43353194,NPI_77078082
IMS_54392501,NPI_51944110
IMS_93328412,NPI_72087482
IMS_28461620,NPI_59965143
IMS_93950836,NPI_84350680
IMS_71943003,NPI_43249398
IMS_16632355,NPI_43558194
IMS_15345895,NPI_62118869
IMS_12691113,NPI_75127861
IMS_55614927,NPI_54347234
IMS_92753862,NPI_48077327
IMS_72829210,NPI_54882878
IMS_13434996,NPI_93162660
IMS_96705971,NPI_37541741
IMS_34329302,NPI_49418879
IMS_28000390,NPI_64392852
IMS_63120366,NPI_78973686
IMS_34047146,NPI_88586474
IMS_45389750,NPI_97971870
IMS_11207041,NPI_57968098
IMS_97742569,NPI_52263173
IMS_94475057,NPI_77993922
IMS_21031256,NPI_58002441
IMS_24360214,NPI_43064524
IMS_39272996,NPI_53407111
IMS_10775780,NPI_45118245
IMS_78975519,NPI_79699303
IMS_62578041,NPI_84594305
IMS_42911282,NPI_70660291
IMS_20361260,NPI_72905708
IMS_94115715,NPI_35441533
IMS_87004473,NPI_34368889
IMS_97548005,NPI_83808450
IMS_91063582,NPI_65192648
IMS_97327272,NPI_55209896
IMS_31255555,NPI_66774339
IMS_91645007,NPI_84402419
IMS_78726461,NPI_49849526
IMS_29206048,NPI_56373351
IMS_43957676,NPI_57984744
IMS_77548633,NPI_33582628
IMS_59973389,NPI_92340487
IMS_86444960,NPI_71463046
IMS_46077397,NPI_36490679
IMS_63716560,NPI_46687442
IMS_82893785,NPI_33860245
IMS_48281956,NPI_80593199
IMS_55509705,NPI_75852455
IMS_76795678,NPI_38097102
IMS_76491406,NPI_65157776
IMS_31676488,NPI_33012331
IMS_73654863,NPI_55957292
IMS_47311182,NPI_36608997
IMS_90210567,NPI_60578971
IMS_30770130,NPI_82500952
IMS_99550340,NPI_37906152
IMS_90384771,NPI_69817478
IMS_81591840,NPI_96377587
IMS_37750779,NPI_50390885
IMS_76965527,NPI_70193206
IMS_28063460,NPI_60081989
IMS_31287728,NPI_76852638
IMS_44937594,NPI_77423753
IMS_42699052,NPI_81272071
IMS_60533873,NPI_79261792
IMS_20905229,NPI_40304583
IMS_21782931,NPI_33165683
IMS_71774443,NPI_69978550
IMS_31022445,NPI_94816794
IMS_91640721,NPI_50540039
IMS_75517929,NPI_81483549
IMS_11930165,NPI_63943363
IMS_22727878,NPI_41589716
IMS_50503175,NPI_68285372
IMS_23919515,NPI_39868967
IMS_48936418,NPI_34208239
IMS_53660605,NPI_96624731
IMS_74424291,NPI_34833704
IMS_40573900,NPI_62835548
IMS_47751287,NPI_50846174
IMS_15214934,NPI_93495950
IMS_96836014,NPI_86956874
IMS_56659522,NPI_94585253
IMS_69284321,NPI_50468238
IMS_28885023,NPI_62538903
IMS_78288218,NPI_67336338
IMS_58301200,NPI_45599903
IMS_74389599,NPI_99067438
IMS_34777069,NPI_45241532
IMS_66629149,NPI_46058821
IMS_70357874,NPI_93666408
IMS_97268277,NPI_52381538
IMS_55680839,NPI_90481264
IMS_95197706,NPI_86048179
IMS_94401936,NPI_62261130
IMS_23866633,NPI_31520091
IMS_88907504,NPI_69476682
IMS_38357106,NPI_31504922
IMS_99856787,NPI_36148016
IMS_63695162,NPI_60077299
IMS_16341065,NPI_87707746
IMS_59129534,NPI_59167378
IMS_76537974,NPI_85785815
IMS_38984781,NPI_95625958
IMS_44513945,NPI_87817726
IMS_84128017,NPI_74582002
IMS_93621654,NPI_64074145
IMS_17970089,NPI_58448519
IMS_96866382,NPI_72712233
IMS_54448036,NPI_82669979
IMS_32433820,NPI_74527690
IMS_31376780,NPI_96210733
IMS_90803479,NPI_72529640
IMS_30235564,NPI_84656485
IMS_62872274,NPI_90169091
IMS_32961900,NPI_88814815
IMS_91936672,NPI_86935552
IMS_83973677,NPI_51470102
IMS_95396664,NPI_81749527
IMS_70579012,NPI_46181899
IMS_67363492,NPI_63218998
IMS_43589238,NPI_40571163
IMS_52276518,NPI_73800995
IMS_99720033,NPI_48398004
IMS_61251280,NPI_64758378
IMS_26345419,NPI_78297221
IMS_56100716,NPI_65531673
IMS_52129362,NPI_99402857
IMS_83792747,NPI_53960080
IMS_95841151,NPI_53471468
IMS_80120963,NPI_58041991
IMS_55284516,NPI_67158166
IMS_51723283,NPI_61801215
IMS_32244973,NPI_30498247
IMS_55838444,NPI_55698501
IMS_76663205,NPI_74919954
IMS_82883857,NPI_79184967
IMS_72847990,NPI_60865921
IMS_70789718,NPI_95066026
IMS_69564074,NPI_47134234
IMS_26845842,NPI_87761174
IMS_51276606,NPI_86693635
IMS_16690546,NPI_48915501
IMS_69591425,NPI_44778823
IMS_41544737,NPI_99996292
IMS_87109209,NPI_43310729
IMS_39423644,NPI_70370250
IMS_67414843,NPI_42535198
IMS_44084009,NPI_67898432
IMS_75421073,NPI_60260175
IMS_76709881,NPI_50950146
IMS_96675951,NPI_62712973
IMS_92189703,NPI_63477907
IMS_52246487,NPI_98863247
IMS_39232585,NPI_68492124
IMS_11268689,NPI_74700471
IMS_21507391,NPI_65345196
IMS_48168221,NPI_88616499
IMS_11627096,NPI_75323100
IMS_54164095,NPI_45753595
IMS_30684489,NPI_77093820
IMS_97560740,NPI_41381070
IMS_89689418,NPI_71586951
IMS_17611203,NPI_66588374
IMS_54779705,NPI_43452360
IMS_34756821,NPI_39749196
IMS_93540916,NPI_98732967
IMS_26802184,NPI_53996904
IMS_23266432,NPI_50478623
IMS_35035289,NPI_98222800
IMS_84714946,NPI_81898228
IMS_37153513,NPI_35997433
IMS_67000982,NPI_95543888
IMS_70313937,NPI_63968713
IMS_67909744,NPI_43820324
IMS_88416593,NPI_85252245
IMS_59131157,NPI_77242850
IMS_15209439,NPI_70136189
IMS_52770116,NPI_66153018
IMS_47655914,NPI_78386882
IMS_74734398,NPI_47679458
IMS_45197001,NPI_34357009
IMS_25754579,NPI_51081398
IMS_20616845,NPI_83279260
IMS_17380221,NPI_44196846
IMS_97649470,NPI_37118956
IMS_97531714,NPI_56523986
IMS_74729291,NPI_42093454
IMS_98544397,NPI_30523644
IMS_45340138,NPI_54172457
IMS_99405336,NPI_71305120
IMS_75620526,NPI_31101352
IMS_17992994,NPI_43178183
IMS_71721938,NPI_72947708
IMS_44586998,NPI_65134016
IMS_50493516,NPI_89948294
IMS_65773577,NPI_71212429
IMS_64582753,NPI_30514076
IMS_91079699,NPI_67528863
IMS_98396232,NPI_58479887
IMS_69117575,NPI_89809523
IMS_68888296,NPI_96042630
IMS_52137334,NPI_32253622
IMS_44484495,NPI_89777490
IMS_93079627,NPI_38783398
IMS_89590759,NPI_94924167
IMS_25955898,NPI_47589003
IMS_89393362,NPI_96022668
IMS_76176622,NPI_92462340
IMS_79574397,NPI_55614224
IMS_97652364,NPI_35432663
IMS_60629982,NPI_36963892
IMS_56141454,NPI_38812362
IMS_57213564,NPI_70118662
IMS_48608548,NPI_36037013
IMS_50176536,NPI_52660828
IMS_78881131,NPI_33755177
IMS_26373689,NPI_71935402
IMS_77795684,NPI_72892852
IMS_27598872,NPI_43313421
IMS_42339485,NPI_40512486
IMS_70471792,NPI_91230421
IMS_83381724,NPI_95997251
IMS_94796098,NPI_54735734
IMS_29790769,NPI_58114912
IMS_69719288,NPI_47201687
IMS_77919332,NPI_86353749
IMS_51176066,NPI_93792164
IMS_27861054,NPI_44269845
IMS_55795043,NPI_90599347
IMS_78412973,NPI_76622551
IMS_34649521,NPI_94312585
IMS_12741566,NPI_67824060
IMS_39480119,NPI_87096727
IMS_24292365,NPI_80423352
IMS_34588466,NPI_68216649
IMS_36070105,NPI_58415336
IMS_82539261,NPI_95859775
IMS_47972379,NPI_71306957
IMS_43161882,NPI_74669147
IMS_48880692,NPI_76779163
IMS_23281056,NPI_99283104
IMS_26514836,NPI_37085019
IMS_67704863,NPI_91855537
IMS_98521340,NPI_80577447
IMS_58525512,NPI_32184729
IMS_15256201,NPI_64130233
IMS_14937021,NPI_63558876
IMS_92225980,NPI_96081296
IMS_17735542,NPI_94863898
IMS_90158640,NPI_53668167
IMS_87241531,NPI_67830569
IMS_93336622,NPI_46404970
IMS_62356550,NPI_69723885
IMS_85256362,NPI_50202956
IMS_19702201,NPI_56312672
IMS_33546179,NPI_96117618
IMS_22077048,NPI_77308148
IMS_65612673,NPI_41029198
IMS_90933087,NPI_46443882
IMS_31498936,NPI_57331873
IMS_49951861,NPI_90303256
IMS_15454202,NPI_78513051
IMS_13857729,NPI_86087319
IMS_67839566,NPI_85083972
IMS_93191802,NPI_60886495
IMS_86824897,NPI_48961935
IMS_24384504,NPI_92665606
IMS_12484696,NPI_32387295
IMS_29308560,NPI_62333060
IMS_78562342,NPI_45539019
IMS_70450053,NPI_54851948
IMS_68947383,NPI_38228112
IMS_18617383,NPI_47812810
IMS_23631020,NPI_46270403
IMS_98267749,NPI_82578073
IMS_13275989,NPI_88327021
IMS_22579068,NPI_64010371
IMS_88278590,NPI_96393078
IMS_55695719,NPI_36720673
IMS_65726420,NPI_83296976
IMS_66504250,NPI_30685443
IMS_68194755,NPI_59755665
IMS_57972085,NPI_69658787
IMS_17706373,NPI_62573124
IMS_91751945,NPI_97983268
IMS_80810615,NPI_47323907
IMS_22400688,NPI_83111383
IMS_96729512,NPI_34791432
IMS_73440531,NPI_81211943
IMS_41673240,NPI_90909659
IMS_64233973,NPI_65216186
IMS_36095076,NPI_91028946
IMS_79893366,NPI_31045107
IMS_16341957,NPI_42375814
IMS_78768507,NPI_72330266
IMS_34223734,NPI_69873891
IMS_14107302,NPI_68985264
IMS_47466424,NPI_97349940
IMS_91900406,NPI_58571384
IMS_63244774,NPI_32404838
IMS_53794176,NPI_70702854
IMS_82451988,NPI_48575196
IMS_38433517,NPI_36409691
IMS_73509302,NPI_73338446
IMS_41549350,NPI_92590708
IMS_88723946,NPI_90532247
IMS_60159894,NPI_64156378
IMS_36959438,NPI_62411128
IMS_42905979,NPI_32473827
IMS_23078710,NPI_99631666
IMS_61939646,NPI_85146162
IMS_46905824,NPI_42571332
IMS_14114460,NPI_41756552
IMS_94534369,NPI_54285926
IMS_69955806,NPI_38513683
IMS_57813669,NPI_87147150
IMS_30053282,NPI_34186631
IMS_50096609,NPI_59549745
IMS_35199727,NPI_96067730
IMS_75637054,NPI_67821831
IMS_18390906,NPI_67983430
IMS_25703354,NPI_91220980
IMS_69117866,NPI_78175064
IMS_78594725,NPI_84272130
IMS_96158664,NPI_67099217
IMS_71208702,NPI_73632388
IMS_45127171,NPI_67487286
IMS_50041796,NPI_81548511
IMS_23947304,NPI_70752868
IMS_19692520,NPI_46799179
IMS_98705351,NPI_88391010
IMS_62019369,NPI_76971973
IMS_48035882,NPI_95432274
IMS_75396215,NPI_95946186
IMS_41361793,NPI_43676637
IMS_59093570,NPI_94736964
IMS_17492861,NPI_68255351
IMS_49067548,NPI_33393366
IMS_94449694,NPI_59948147
IMS_74537348,NPI_73822883
IMS_36313215,NPI_44052409
IMS_13803213,NPI_55249043
IMS_40782171,NPI_68930826
IMS_20873119,NPI_99885889
IMS_22089712,NPI_57383136
IMS_59291789,NPI_69093836
IMS_54818884,NPI_53425337
IMS_19943104,NPI_67156655
IMS_99563465,NPI_43948465
IMS_49467026,NPI_65366793
IMS_11969609,NPI_41846708
IMS_65925370,NPI_75871420
IMS_15076383,NPI_34734561
IMS_66724397,NPI_40690281
IMS_94320096,NPI_63895984
IMS_31946437,NPI_48739569
IMS_18836882,NPI_77326920
IMS_54126674,NPI_57113765
IMS_16447615,NPI_52752345
IMS_74061193,NPI_30494466
IMS_17769093,NPI_75894109
IMS_70700940,NPI_49233730
IMS_41247838,NPI_71736307
IMS_17628634,NPI_67141042
IMS_22990427,NPI_84791386
IMS_75332188,NPI_43309057
IMS_98136951,NPI_77521484
IMS_60043193,NPI_46695014
IMS_95716868,NPI_95289400
IMS_43731084,NPI_74904867
IMS_18103025,NPI_53120613
IMS_30568019,NPI_71647040
IMS_13331715,NPI_36663978
IMS_52493370,NPI_58277450
IMS_53975194,NPI_46508084
IMS_60376141,NPI_40649171
IMS_98552491,NPI_77071720
IMS_44660887,NPI_33612303
IMS_36515695,NPI_62854866
IMS_58951946,NPI_44971763
IMS_89331654,NPI_40651256
IMS_63544469,NPI_97380708
IMS_81029928,NPI_93194505
IMS_86016285,NPI_58544903
IMS_96178733,NPI_55533204
IMS_87902671,NPI_86283924
IMS_96153029,NPI_95339725
IMS_54163868,NPI_65432159
IMS_73934488,NPI_69437816
IMS_69909780,NPI_73187637
IMS_41466689,NPI_33656651
IMS_93687632,NPI_39467875
IMS_21268595,NPI_90159075
IMS_68670378,NPI_98370524
IMS_57043716,NPI_63408534
IMS_20699591,NPI_97815183
IMS_54295555,NPI_46571687
IMS_65739408,NPI_37111761
IMS_36297495,NPI_63506113
IMS_17679755,NPI_49510116
IMS_77568067,NPI_36901513
IMS_35207057,NPI_76619332
IMS_99388704,NPI_36387676
IMS_58433094,NPI_51231044
IMS_83756921,NPI_58056396
IMS_72105270,NPI_51677044
IMS_68090829,NPI_33234461
IMS_27107170,NPI_75782777
IMS_95073536,NPI_49537113
IMS_93873081,NPI_52401614
IMS_95572536,NPI_58541486
IMS_18227761,NPI_52062460
IMS_36700019,NPI_66921092
IMS_82815713,NPI_56428184
IMS_76064292,NPI_67201621
IMS_45531973,NPI_89378888
IMS_37186712,NPI_79211234
IMS_91489972,NPI_67957083
IMS_11063968,NPI_83448027
IMS_26032879,NPI_99288722
IMS_38588398,NPI_35129668
IMS_96741661,NPI_52144345
IMS_17691582,NPI_63219578
IMS_30032459,NPI_98601722
IMS_35626149,NPI_70335962
IMS_45797092,NPI_39613892
IMS_44993136,NPI_51717227
IMS_18243586,NPI_98006242
IMS_74216494,NPI_84058388
IMS_98985917,NPI_75519041
IMS_71693205,NPI_74519935
IMS_82806572,NPI_36571048
IMS_11496879,NPI_72030099
IMS_25335482,NPI_55437798
IMS_50305171,NPI_91198567
IMS_36014089,NPI_67477750
IMS_24061091,NPI_30885262
IMS_14930968,NPI_90914968
IMS_18381082,NPI_64075933
IMS_84399055,NPI_82702065
IMS_55248080,NPI_55798227
IMS_15268182,NPI_35534700
IMS_30852216,NPI_47341769
IMS_21789040,NPI_69006124
IMS_99661456,NPI_56618464
IMS_60538200,NPI_55873336
IMS_12973319,NPI_61414593
IMS_39835628,NPI_95081275
IMS_15892048,NPI_82563679
IMS_78372757,NPI_51442204
IMS_51801299,NPI_54557401
IMS_87879865,NPI_66466226
IMS_83633501,NPI_68606556
IMS_48790587,NPI_76245349
IMS_21363886,NPI_65827342
IMS_72424211,NPI_77572281
IMS_89595819,NPI_84761979
IMS_82586890,NPI_47582148
IMS_27433739,NPI_84070778
IMS_58024080,NPI_54151094
IMS_86512572,NPI_97739380
IMS_21483065,NPI_85403624
IMS_75963222,NPI_65154139
IMS_55884428,NPI_96871804
IMS_52442848,NPI_36488131
IMS_83290109,NPI_91636851
IMS_76956477,NPI_96767920
IMS_98278122,NPI_31278845
IMS_89292685,NPI_48037985
IMS_78006427,NPI_97439966
